DateKey,Date,FullDateUK,FullDateUSA,DayOfMonth,DaySuffix,DayName,DayOfWeekUSA,DayOfWeekUK,DayOfWeekInMonth,DayOfWeekInYear,DayOfQuarter,DayOfYear,WeekOfMonth,WeekOfQuarter,WeekOfYear,Month,MonthName,MonthOfQuarter,Quarter,QuarterName,Year,YearName,MonthYear,MMYYYY,FirstDayOfMonth,LastDayOfMonth,FirstDayOfQuarter,LastDayOfQuarter,FirstDayOfYear,LastDayOfYear,IsHolidayUSA,IsWeekday,HolidayUSA,IsHolidayUK,HolidayUK
20231214,2023-12-14 00:00:00,14/12/2023,12/14/2023,14,14th,Thursday,5,4,2,50,11,348,3,11,50,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231215,2023-12-15 00:00:00,15/12/2023,12/15/2023,15,15th,Friday,6,5,3,50,11,349,3,11,50,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231216,2023-12-16 00:00:00,16/12/2023,12/16/2023,16,16th,Saturday,7,6,3,50,11,350,3,11,50,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,False,,False,
20231217,2023-12-17 00:00:00,17/12/2023,12/17/2023,17,17th,Sunday,1,7,3,51,12,351,4,12,51,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,False,,False,
20231218,2023-12-18 00:00:00,18/12/2023,12/18/2023,18,18th,Monday,2,1,3,51,12,352,4,12,51,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231219,2023-12-19 00:00:00,19/12/2023,12/19/2023,19,19th,Tuesday,3,2,3,51,12,353,4,12,51,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231220,2023-12-20 00:00:00,20/12/2023,12/20/2023,20,20th,Wednesday,4,3,3,51,12,354,4,12,51,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231221,2023-12-21 00:00:00,21/12/2023,12/21/2023,21,21st,Thursday,5,4,3,51,12,355,4,12,51,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231222,2023-12-22 00:00:00,22/12/2023,12/22/2023,22,22nd,Friday,6,5,4,51,12,356,4,12,51,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231223,2023-12-23 00:00:00,23/12/2023,12/23/2023,23,23rd,Saturday,7,6,4,51,12,357,4,12,51,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,False,,False,
20231224,2023-12-24 00:00:00,24/12/2023,12/24/2023,24,24th,Sunday,1,7,4,52,13,358,5,13,52,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,False,,False,
20231225,2023-12-25 00:00:00,25/12/2023,12/25/2023,25,25th,Monday,2,1,4,52,13,359,5,13,52,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,True,True,Christmas Day,True,Christmas Day
20231226,2023-12-26 00:00:00,26/12/2023,12/26/2023,26,26th,Tuesday,3,2,4,52,13,360,5,13,52,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,True,Boxing Day
20231227,2023-12-27 00:00:00,27/12/2023,12/27/2023,27,27th,Wednesday,4,3,4,52,13,361,5,13,52,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231228,2023-12-28 00:00:00,28/12/2023,12/28/2023,28,28th,Thursday,5,4,4,52,13,362,5,13,52,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231229,2023-12-29 00:00:00,29/12/2023,12/29/2023,29,29th,Friday,6,5,5,52,13,363,5,13,52,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,True,,False,
20231230,2023-12-30 00:00:00,30/12/2023,12/30/2023,30,30th,Saturday,7,6,5,52,13,364,5,13,52,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,False,,False,
20231231,2023-12-31 00:00:00,31/12/2023,12/31/2023,31,31st,Sunday,1,7,5,53,14,365,6,14,53,12,December,3,4,Fourth,2023,CY 2023,Dec-2023  ,122023,2023-12-01,2023-12-31,2023-10-01,2023-12-31,2023-01-01,2023-12-31,False,False,,False,
20240101,2024-01-01 00:00:00,01/01/2024,01/01/2024,1,1st,Monday,2,1,1,1,1,1,1,1,1,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,True,True,New Year's Day,True,New Year's Day
20240102,2024-01-02 00:00:00,02/01/2024,01/02/2024,2,2nd,Tuesday,3,2,1,1,1,2,1,1,1,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240103,2024-01-03 00:00:00,03/01/2024,01/03/2024,3,3rd,Wednesday,4,3,1,1,1,3,1,1,1,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240104,2024-01-04 00:00:00,04/01/2024,01/04/2024,4,4th,Thursday,5,4,1,1,1,4,1,1,1,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240105,2024-01-05 00:00:00,05/01/2024,01/05/2024,5,5th,Friday,6,5,1,1,1,5,1,1,1,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240106,2024-01-06 00:00:00,06/01/2024,01/06/2024,6,6th,Saturday,7,6,1,1,1,6,1,1,1,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240107,2024-01-07 00:00:00,07/01/2024,01/07/2024,7,7th,Sunday,1,7,1,1,1,7,2,1,2,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240108,2024-01-08 00:00:00,08/01/2024,01/08/2024,8,8th,Monday,2,1,2,2,2,8,2,2,2,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240109,2024-01-09 00:00:00,09/01/2024,01/09/2024,9,9th,Tuesday,3,2,2,2,2,9,2,2,2,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240110,2024-01-10 00:00:00,10/01/2024,01/10/2024,10,10th,Wednesday,4,3,2,2,2,10,2,2,2,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240111,2024-01-11 00:00:00,11/01/2024,01/11/2024,11,11th,Thursday,5,4,2,2,2,11,2,2,2,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240112,2024-01-12 00:00:00,12/01/2024,01/12/2024,12,12th,Friday,6,5,2,2,2,12,2,2,2,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240113,2024-01-13 00:00:00,13/01/2024,01/13/2024,13,13th,Saturday,7,6,2,2,2,13,2,2,2,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240114,2024-01-14 00:00:00,14/01/2024,01/14/2024,14,14th,Sunday,1,7,2,2,2,14,3,2,3,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240115,2024-01-15 00:00:00,15/01/2024,01/15/2024,15,15th,Monday,2,1,3,3,3,15,3,3,3,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240116,2024-01-16 00:00:00,16/01/2024,01/16/2024,16,16th,Tuesday,3,2,3,3,3,16,3,3,3,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240117,2024-01-17 00:00:00,17/01/2024,01/17/2024,17,17th,Wednesday,4,3,3,3,3,17,3,3,3,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240118,2024-01-18 00:00:00,18/01/2024,01/18/2024,18,18th,Thursday,5,4,3,3,3,18,3,3,3,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240119,2024-01-19 00:00:00,19/01/2024,01/19/2024,19,19th,Friday,6,5,3,3,3,19,3,3,3,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240120,2024-01-20 00:00:00,20/01/2024,01/20/2024,20,20th,Saturday,7,6,3,3,3,20,3,3,3,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240121,2024-01-21 00:00:00,21/01/2024,01/21/2024,21,21st,Sunday,1,7,3,3,3,21,4,3,4,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240122,2024-01-22 00:00:00,22/01/2024,01/22/2024,22,22nd,Monday,2,1,4,4,4,22,4,4,4,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240123,2024-01-23 00:00:00,23/01/2024,01/23/2024,23,23rd,Tuesday,3,2,4,4,4,23,4,4,4,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240124,2024-01-24 00:00:00,24/01/2024,01/24/2024,24,24th,Wednesday,4,3,4,4,4,24,4,4,4,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240125,2024-01-25 00:00:00,25/01/2024,01/25/2024,25,25th,Thursday,5,4,4,4,4,25,4,4,4,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240126,2024-01-26 00:00:00,26/01/2024,01/26/2024,26,26th,Friday,6,5,4,4,4,26,4,4,4,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240127,2024-01-27 00:00:00,27/01/2024,01/27/2024,27,27th,Saturday,7,6,4,4,4,27,4,4,4,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240128,2024-01-28 00:00:00,28/01/2024,01/28/2024,28,28th,Sunday,1,7,4,4,4,28,5,4,5,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240129,2024-01-29 00:00:00,29/01/2024,01/29/2024,29,29th,Monday,2,1,5,5,5,29,5,5,5,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240130,2024-01-30 00:00:00,30/01/2024,01/30/2024,30,30th,Tuesday,3,2,5,5,5,30,5,5,5,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240131,2024-01-31 00:00:00,31/01/2024,01/31/2024,31,31st,Wednesday,4,3,5,5,5,31,5,5,5,1,January,1,1,First,2024,CY 2024,Jan-2024  ,012024,2024-01-01,2024-01-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240201,2024-02-01 00:00:00,01/02/2024,02/01/2024,1,1st,Thursday,5,4,1,5,5,32,1,5,5,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240202,2024-02-02 00:00:00,02/02/2024,02/02/2024,2,2nd,Friday,6,5,1,5,5,33,1,5,5,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240203,2024-02-03 00:00:00,03/02/2024,02/03/2024,3,3rd,Saturday,7,6,1,5,5,34,1,5,5,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240204,2024-02-04 00:00:00,04/02/2024,02/04/2024,4,4th,Sunday,1,7,1,5,5,35,2,5,6,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240205,2024-02-05 00:00:00,05/02/2024,02/05/2024,5,5th,Monday,2,1,1,6,6,36,2,6,6,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240206,2024-02-06 00:00:00,06/02/2024,02/06/2024,6,6th,Tuesday,3,2,1,6,6,37,2,6,6,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240207,2024-02-07 00:00:00,07/02/2024,02/07/2024,7,7th,Wednesday,4,3,1,6,6,38,2,6,6,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240208,2024-02-08 00:00:00,08/02/2024,02/08/2024,8,8th,Thursday,5,4,2,6,6,39,2,6,6,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240209,2024-02-09 00:00:00,09/02/2024,02/09/2024,9,9th,Friday,6,5,2,6,6,40,2,6,6,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240210,2024-02-10 00:00:00,10/02/2024,02/10/2024,10,10th,Saturday,7,6,2,6,6,41,2,6,6,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240211,2024-02-11 00:00:00,11/02/2024,02/11/2024,11,11th,Sunday,1,7,2,6,6,42,3,6,7,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240212,2024-02-12 00:00:00,12/02/2024,02/12/2024,12,12th,Monday,2,1,2,7,7,43,3,7,7,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240213,2024-02-13 00:00:00,13/02/2024,02/13/2024,13,13th,Tuesday,3,2,2,7,7,44,3,7,7,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240214,2024-02-14 00:00:00,14/02/2024,02/14/2024,14,14th,Wednesday,4,3,2,7,7,45,3,7,7,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,True,True,Valentine's Day,False,
20240215,2024-02-15 00:00:00,15/02/2024,02/15/2024,15,15th,Thursday,5,4,3,7,7,46,3,7,7,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240216,2024-02-16 00:00:00,16/02/2024,02/16/2024,16,16th,Friday,6,5,3,7,7,47,3,7,7,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240217,2024-02-17 00:00:00,17/02/2024,02/17/2024,17,17th,Saturday,7,6,3,7,7,48,3,7,7,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240218,2024-02-18 00:00:00,18/02/2024,02/18/2024,18,18th,Sunday,1,7,3,7,7,49,4,7,8,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240219,2024-02-19 00:00:00,19/02/2024,02/19/2024,19,19th,Monday,2,1,3,8,8,50,4,8,8,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240220,2024-02-20 00:00:00,20/02/2024,02/20/2024,20,20th,Tuesday,3,2,3,8,8,51,4,8,8,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240221,2024-02-21 00:00:00,21/02/2024,02/21/2024,21,21st,Wednesday,4,3,3,8,8,52,4,8,8,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240222,2024-02-22 00:00:00,22/02/2024,02/22/2024,22,22nd,Thursday,5,4,4,8,8,53,4,8,8,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240223,2024-02-23 00:00:00,23/02/2024,02/23/2024,23,23rd,Friday,6,5,4,8,8,54,4,8,8,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240224,2024-02-24 00:00:00,24/02/2024,02/24/2024,24,24th,Saturday,7,6,4,8,8,55,4,8,8,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240225,2024-02-25 00:00:00,25/02/2024,02/25/2024,25,25th,Sunday,1,7,4,8,8,56,5,8,9,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240226,2024-02-26 00:00:00,26/02/2024,02/26/2024,26,26th,Monday,2,1,4,9,9,57,5,9,9,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240227,2024-02-27 00:00:00,27/02/2024,02/27/2024,27,27th,Tuesday,3,2,4,9,9,58,5,9,9,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240228,2024-02-28 00:00:00,28/02/2024,02/28/2024,28,28th,Wednesday,4,3,4,9,9,59,5,9,9,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240229,2024-02-29 00:00:00,29/02/2024,02/29/2024,29,29th,Thursday,5,4,5,9,9,60,5,9,9,2,February,2,1,First,2024,CY 2024,Feb-2024  ,022024,2024-02-01,2024-02-29,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240301,2024-03-01 00:00:00,01/03/2024,03/01/2024,1,1st,Friday,6,5,1,9,9,61,1,9,9,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240302,2024-03-02 00:00:00,02/03/2024,03/02/2024,2,2nd,Saturday,7,6,1,9,9,62,1,9,9,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240303,2024-03-03 00:00:00,03/03/2024,03/03/2024,3,3rd,Sunday,1,7,1,9,9,63,2,9,10,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240304,2024-03-04 00:00:00,04/03/2024,03/04/2024,4,4th,Monday,2,1,1,10,10,64,2,10,10,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240305,2024-03-05 00:00:00,05/03/2024,03/05/2024,5,5th,Tuesday,3,2,1,10,10,65,2,10,10,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240306,2024-03-06 00:00:00,06/03/2024,03/06/2024,6,6th,Wednesday,4,3,1,10,10,66,2,10,10,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240307,2024-03-07 00:00:00,07/03/2024,03/07/2024,7,7th,Thursday,5,4,1,10,10,67,2,10,10,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240308,2024-03-08 00:00:00,08/03/2024,03/08/2024,8,8th,Friday,6,5,2,10,10,68,2,10,10,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240309,2024-03-09 00:00:00,09/03/2024,03/09/2024,9,9th,Saturday,7,6,2,10,10,69,2,10,10,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240310,2024-03-10 00:00:00,10/03/2024,03/10/2024,10,10th,Sunday,1,7,2,10,10,70,3,10,11,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240311,2024-03-11 00:00:00,11/03/2024,03/11/2024,11,11th,Monday,2,1,2,11,11,71,3,11,11,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240312,2024-03-12 00:00:00,12/03/2024,03/12/2024,12,12th,Tuesday,3,2,2,11,11,72,3,11,11,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240313,2024-03-13 00:00:00,13/03/2024,03/13/2024,13,13th,Wednesday,4,3,2,11,11,73,3,11,11,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240314,2024-03-14 00:00:00,14/03/2024,03/14/2024,14,14th,Thursday,5,4,2,11,11,74,3,11,11,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240315,2024-03-15 00:00:00,15/03/2024,03/15/2024,15,15th,Friday,6,5,3,11,11,75,3,11,11,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240316,2024-03-16 00:00:00,16/03/2024,03/16/2024,16,16th,Saturday,7,6,3,11,11,76,3,11,11,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,False,,False,
20240317,2024-03-17 00:00:00,17/03/2024,03/17/2024,17,17th,Sunday,1,7,3,11,11,77,4,11,12,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,True,False,Saint Patrick's Day,False,
20240318,2024-03-18 00:00:00,18/03/2024,03/18/2024,18,18th,Monday,2,1,3,12,12,78,4,12,12,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
20240319,2024-03-19 00:00:00,19/03/2024,03/19/2024,19,19th,Tuesday,3,2,3,12,12,79,4,12,12,3,March,3,1,First,2024,CY 2024,Mar-2024  ,032024,2024-03-01,2024-03-31,2024-01-01,2024-03-31,2024-01-01,2024-12-31,False,True,,False,
