"id_factura","cantidad_vendida","precio_unitario_historico","ingresos_linea","llave_fecha","id_track_original","nombre_cancion","album","artista","genero_actual","genero_anterior","registro_activo"
200,1,0.99,0.99,20230524,3041,"Homely Girl","UB40 The Best Of - Volume Two [UK]","UB40","Reggae","","T"
200,1,0.99,0.99,20230524,3047,"Bring Me Your Cup","UB40 The Best Of - Volume Two [UK]","UB40","Reggae","","T"
200,1,0.99,0.99,20230524,3053,"Hang 'Em High","Diver Down","Van Halen","Rock","","T"
200,1,0.99,0.99,20230524,3059,"Little Guitars (Intro)","Diver Down","Van Halen","Rock","","T"
200,1,0.99,0.99,20230524,3065,"Ain't Talkin' 'bout Love","The Best Of Van Halen Vol. I","Van Halen","Rock","","T"
200,1,0.99,0.99,20230524,3071,"Panama","The Best Of Van Halen Vol. I","Van Halen","Rock","","T"
200,1,0.99,0.99,20230524,3077,"Can't Stop Loving You","The Best Of Van Halen Vol. I","Van Halen","Rock","","T"
200,1,0.99,0.99,20230524,3083,"You Really Got Me","Van Halen","Van Halen","Rock","","T"
201,1,0.99,0.99,20230529,3092,"Neworld","Van Halen III","Van Halen","Rock","","T"
201,1,0.99,0.99,20230529,3101,"Primary","Van Halen III","Van Halen","Rock","","T"
201,1,0.99,0.99,20230529,3110,"Headspace","Contraband","Velvet Revolver","Rock","","T"
201,1,0.99,0.99,20230529,3119,"Tudo Na Mais Santa Paz","Vinicius De Moraes","Vin�cius De Moraes","Latin","","T"
201,1,0.99,0.99,20230529,3128,"Samba Do Jato","Vinicius De Moraes","Vin�cius De Moraes","Latin","","T"
201,1,0.99,0.99,20230529,3137,"Now You're Gone","Greatest Hits","Lenny Kravitz","Metal","","T"
201,1,0.99,0.99,20230529,3146,"Faixa Amarela","Ao Vivo [IMPORT]","Zeca Pagodinho","Latin","","T"
201,1,0.99,0.99,20230529,3155,"Sem Essa de Malandro Agulha","Ao Vivo [IMPORT]","Zeca Pagodinho","Latin","","T"
201,1,0.99,0.99,20230529,3164,"Verdade","Ao Vivo [IMPORT]","Zeca Pagodinho","Latin","","T"
201,1,1.99,1.99,20230529,3173,"Diversity Day","The Office Season 1","The Office","TV Shows","","T"
201,1,1.99,1.99,20230529,3182,"Halloween","The Office Season 2","The Office","TV Shows","","T"
201,1,1.99,1.99,20230529,3191,"The Carpet","The Office Season 2","The Office","TV Shows","","T"
201,1,1.99,1.99,20230529,3200,"Gay Witch Hunt","The Office Season 3","The Office","TV Shows","","T"
201,1,1.99,1.99,20230529,3209,"A Benihana Christmas Pts. 1 & 2","The Office Season 3","The Office","Comedy","","T"
202,1,1.99,1.99,20230606,3223,"How to Stop an Exploding Man","Heroes Season 1","Heroes","Drama","","T"
203,1,1.99,1.99,20230619,3224,"Through a Looking Glass","Lost Season 3","Lost","Drama","","T"
203,1,0.99,0.99,20230619,3225,"Your Time Is Gonna Come","Un-Led-Ed","Dread Zeppelin","Rock","","T"
204,1,1.99,1.99,20230619,3227,"Battlestar Galactica Pt. 2","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
204,1,1.99,1.99,20230619,3229,"Lost Planet of the Gods Pt. 1","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
205,1,1.99,1.99,20230620,3231,"The Lost Warrior","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
205,1,1.99,1.99,20230620,3233,"The Gun On Ice Planet Zero Pt. 1","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
205,1,1.99,1.99,20230620,3235,"The Magnificent Warriors","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
205,1,1.99,1.99,20230620,3237,"The Living Legend Pt. 1","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
206,1,1.99,1.99,20230621,3241,"War of the Gods Pt. 2","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
206,1,1.99,1.99,20230621,3245,"Greetings from Earth Pt. 2","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
206,1,1.99,1.99,20230621,3249,"The Hand of God","Battlestar Galactica (Classic) Season 1","Battlestar Galactica (Classic)","Sci Fi & Fantasy","","T"
206,1,0.99,0.99,20230621,3253,"Instant Karma","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
206,1,0.99,0.99,20230621,3257,"Cold Turkey","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
206,1,0.99,0.99,20230621,3261,"Oh My Love","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
207,1,0.99,0.99,20230624,3267,"Imagine","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
207,1,0.99,0.99,20230624,3273,"[Just Like] Starting Over","Instant Karma: The Amnesty International Campaign to Save Darfur","U2","Pop","","T"
207,1,0.99,0.99,20230624,3279,"Fairies Wear Boots","Speak of the Devil","Ozzy Osbourne","Rock","","T"
207,1,0.99,0.99,20230624,3285,"Sabbath Bloody Sabbath","Speak of the Devil","Ozzy Osbourne","Rock","","T"
207,1,0.99,0.99,20230624,3291,"Loving You Sunday Morning","20th Century Masters - The Millennium Collection: The Best of Scorpions","Scorpions","Rock","","T"
207,1,0.99,0.99,20230624,3297,"Tease Me Please Me","20th Century Masters - The Millennium Collection: The Best of Scorpions","Scorpions","Rock","","T"
207,1,0.99,0.99,20230624,3303,"Top O' The Morning To Ya","House of Pain","House Of Pain","Hip Hop/Rap","","T"
207,1,0.99,0.99,20230624,3309,"Guess Who's Back","House of Pain","House Of Pain","Hip Hop/Rap","","T"
207,1,0.99,0.99,20230624,3315,"Feel It","House of Pain","House Of Pain","Hip Hop/Rap","","T"
208,1,0.99,0.99,20230629,3324,"Um Lugar ao Sol","Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro","O Rappa","Electronica/Dance","","T"
208,1,0.99,0.99,20230629,3333,"Chega no Suingue","Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro","O Rappa","Electronica/Dance","","T"
208,1,1.99,1.99,20230629,3342,"The Economist","LOST Season 4","Lost","Drama","","T"
208,1,0.99,0.99,20230629,3351,"Din Din Wo (Little Child)","Muso Ko","Habib Koit� and Bamada","World","","T"
208,1,1.99,1.99,20230629,3360,"Something Nice Back Home","LOST Season 4","Lost","Drama","","T"
208,1,0.99,0.99,20230629,3369,"Call Me a Dog","Temple of the Dog","Temple of the Dog","Alternative","","T"
208,1,0.99,0.99,20230629,3378,"Safe and Sound","Carry On","Chris Cornell","Alternative","","T"
208,1,0.99,0.99,20230629,3387,"Disappearing Act","Carry On","Chris Cornell","Alternative","","T"
208,1,0.99,0.99,20230629,3396,"Shape of Things to Come","Revelations","Audioslave","Alternative","","T"
208,1,0.99,0.99,20230629,3405,"Canon and Gigue in D Major: I. Canon","Pachelbel: Canon & Gigue","English Concert & Trevor Pinnock","Classical","","T"
208,1,0.99,0.99,20230629,3414,"Symphony No. 104 in D Major ""London"": IV. Finale: Spiritoso","Haydn: Symphonies 99 - 104","Royal Philharmonic Orchestra & Sir Thomas Beecham","Classical","","T"
208,1,0.99,0.99,20230629,3423,"Jupiter the Bringer of Jollity","Holst: The Planets Op. 32 & Vaughan Williams: Fantasies","Eugene Ormandy","Classical","","T"
208,1,0.99,0.99,20230629,3432,"Scheherazade Op. 35: I. The Sea and Sindbad's Ship","Scheherazade","Chicago Symphony Orchestra & Fritz Reiner","Classical","","T"
208,1,0.99,0.99,20230629,3441,"Two Fanfares for Orchestra: II. Short Ride in a Fast Machine","Adams John: The Chairman Dances","Edo de Waart & San Francisco Symphony","Classical","","T"
209,1,0.99,0.99,20230707,3455,"Rehab","Back to Black","Amy Winehouse","R&B/Soul","","T"
210,1,0.99,0.99,20230720,3456,"You Know I'm No Good","Back to Black","Amy Winehouse","R&B/Soul","","T"
210,1,0.99,0.99,20230720,3457,"Me & Mr. Jones","Back to Black","Amy Winehouse","R&B/Soul","","T"
211,1,0.99,0.99,20230720,3459,"Back to Black","Back to Black","Amy Winehouse","R&B/Soul","","T"
211,1,0.99,0.99,20230720,3461,"Tears Dry On Their Own","Back to Black","Amy Winehouse","R&B/Soul","","T"
212,1,0.99,0.99,20230721,3463,"Some Unholy War","Back to Black","Amy Winehouse","R&B/Soul","","T"
212,1,0.99,0.99,20230721,3465,"You Know I'm No Good (feat. Ghostface Killah)","Back to Black","Amy Winehouse","R&B/Soul","","T"
212,1,0.99,0.99,20230721,3467,"Intro / Stronger Than Me","Frank","Amy Winehouse","Pop","","T"
212,1,0.99,0.99,20230721,3469,"F**k Me Pumps","Frank","Amy Winehouse","Pop","","T"
213,1,0.99,0.99,20230722,3473,"Take the Box","Frank","Amy Winehouse","Pop","","T"
213,1,0.99,0.99,20230722,3477,"Amy Amy Amy (Outro)","Frank","Amy Winehouse","Pop","","T"
213,1,0.99,0.99,20230722,3481,"A Midsummer Night's Dream Op.61 Incidental Music: No.7 Notturno","Mendelssohn: A Midsummer Night's Dream","Philharmonia Orchestra & Sir Neville Marriner","Classical","","T"
213,1,0.99,0.99,20230722,3485,"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych""  Lento E Largo - Tranquillissimo","G�recki: Symphony No. 3","Adrian Leaper & Doreen de Feis","Classical","","T"
213,1,0.99,0.99,20230722,3489,"Symphony No. 2: III. Allegro vivace","Weill: The Seven Deadly Sins","Kent Nagano and Orchestre de l'Op�ra de Lyon","Classical","","T"
213,1,0.99,0.99,20230722,3493,"Metopes Op. 29: Calypso","Szymanowski: Piano Works Vol. 1","Martin Roscoe","Classical","","T"
214,1,0.99,0.99,20230725,2,"Balls to the Wall","Balls to the Wall","Accept","Rock","","T"
214,1,0.99,0.99,20230725,8,"Inject The Venom","For Those About To Rock We Salute You","AC/DC","Rock","","T"
214,1,0.99,0.99,20230725,14,"Spellbound","For Those About To Rock We Salute You","AC/DC","Rock","","T"
214,1,0.99,0.99,20230725,20,"Overdose","Let There Be Rock","AC/DC","Rock","","T"
214,1,0.99,0.99,20230725,26,"What It Takes","Big Ones","Aerosmith","Rock","","T"
214,1,0.99,0.99,20230725,32,"Deuces Are Wild","Big Ones","Aerosmith","Rock","","T"
214,1,0.99,0.99,20230725,38,"All I Really Want","Jagged Little Pill","Alanis Morissette","Rock","","T"
214,1,0.99,0.99,20230725,44,"You Learn","Jagged Little Pill","Alanis Morissette","Rock","","T"
214,1,0.99,0.99,20230725,3499,"Pini Di Roma (Pinien Von Rom)  I Pini Della Via Appia","Respighi:Pines of Rome","Eugene Ormandy","Classical","","T"
215,1,0.99,0.99,20230730,53,"Sea Of Sorrow","Facelift","Alice In Chains","Rock","","T"
215,1,0.99,0.99,20230730,62,"Real Thing","Facelift","Alice In Chains","Rock","","T"
215,1,0.99,0.99,20230730,71,"Falando De Amor","Warner 25 Anos","Ant�nio Carlos Jobim","Jazz","","T"
215,1,0.99,0.99,20230730,80,"The Unforgiven","Plays Metallica By Four Cellos","Apocalyptica","Metal","","T"
215,1,0.99,0.99,20230730,89,"Like a Stone","Audioslave","Audioslave","Rock","","T"
215,1,0.99,0.99,20230730,98,"The Last Remaining Light","Audioslave","Audioslave","Rock","","T"
215,1,0.99,0.99,20230730,107,"Yesterday To Tomorrow","Out Of Exile","Audioslave","Alternative & Punk","","T"
215,1,0.99,0.99,20230730,116,"C'Mon Everybody","BackBeat Soundtrack","BackBeat","Rock And Roll","","T"
215,1,0.99,0.99,20230730,125,"Spanish moss-""A sound portrait""-Spanish moss","The Best Of Billy Cobham","Billy Cobham","Jazz","","T"
215,1,0.99,0.99,20230730,134,"All For You","Alcohol Fueled Brewtality Live! [Disc 1]","Black Label Society","Metal","","T"
215,1,0.99,0.99,20230730,143,"The Begining... At Last","Alcohol Fueled Brewtality Live! [Disc 1]","Black Label Society","Metal","","T"
215,1,0.99,0.99,20230730,152,"N.I.B.","Black Sabbath","Black Sabbath","Metal","","T"
215,1,0.99,0.99,20230730,161,"Snowblind","Black Sabbath Vol. 4 (Remaster)","Black Sabbath","Metal","","T"
215,1,0.99,0.99,20230730,170,"A Statistic","Body Count","Body Count","Alternative & Punk","","T"
216,1,0.99,0.99,20230807,184,"Chemical Wedding","Chemical Wedding","Bruce Dickinson","Metal","","T"
217,1,0.99,0.99,20230820,185,"The Tower","Chemical Wedding","Bruce Dickinson","Metal","","T"
217,1,0.99,0.99,20230820,186,"Killing Floor","Chemical Wedding","Bruce Dickinson","Metal","","T"
218,1,0.99,0.99,20230820,188,"Gates Of Urizen","Chemical Wedding","Bruce Dickinson","Metal","","T"
218,1,0.99,0.99,20230820,190,"Trupets Of Jericho","Chemical Wedding","Bruce Dickinson","Metal","","T"
219,1,0.99,0.99,20230821,192,"The Alchemist","Chemical Wedding","Bruce Dickinson","Metal","","T"
219,1,0.99,0.99,20230821,194,"First Time I Met The Blues","The Best Of Buddy Guy - The Millenium Collection","Buddy Guy","Blues","","T"
219,1,0.99,0.99,20230821,196,"Stone Crazy","The Best Of Buddy Guy - The Millenium Collection","Buddy Guy","Blues","","T"
219,1,0.99,0.99,20230821,198,"When My Left Eye Jumps","The Best Of Buddy Guy - The Millenium Collection","Buddy Guy","Blues","","T"
220,1,0.99,0.99,20230822,202,"My Time After Awhile","The Best Of Buddy Guy - The Millenium Collection","Buddy Guy","Blues","","T"
220,1,0.99,0.99,20230822,206,"Prenda Minha","Prenda Minha","Caetano Veloso","Latin","","T"
220,1,0.99,0.99,20230822,210,"Texto ""Verdade Tropical","Prenda Minha","Caetano Veloso","Latin","","T"
220,1,0.99,0.99,20230822,214,"Carolina","Prenda Minha","Caetano Veloso","Latin","","T"
220,1,0.99,0.99,20230822,218,"Linha Do Equador","Prenda Minha","Caetano Veloso","Latin","","T"
220,1,0.99,0.99,20230822,222,"Vida Boa","Prenda Minha","Caetano Veloso","Latin","","T"
221,1,0.99,0.99,20230825,228,"Vai Passar","Minha Historia","Chico Buarque","Latin","","T"
221,1,0.99,0.99,20230825,234,"Morena De Angola","Minha Historia","Chico Buarque","Latin","","T"
221,1,0.99,0.99,20230825,240,"Meu Caro Amigo","Minha Historia","Chico Buarque","Latin","","T"
221,1,0.99,0.99,20230825,246,"Mateus Enter","Afrociberdelia","Chico Science & Na��o Zumbi","Latin","","T"
221,1,0.99,0.99,20230825,252,"Samba Do Lado","Afrociberdelia","Chico Science & Na��o Zumbi","Latin","","T"
221,1,0.99,0.99,20230825,258,"Um Sat�lite Na Cabe�a","Afrociberdelia","Chico Science & Na��o Zumbi","Latin","","T"
221,1,0.99,0.99,20230825,264,"Amor De Muito","Afrociberdelia","Chico Science & Na��o Zumbi","Latin","","T"
221,1,0.99,0.99,20230825,270,"Banditismo Por Uma Questa","Da Lama Ao Caos","Chico Science & Na��o Zumbi","Latin","","T"
221,1,0.99,0.99,20230825,276,"Maracatu De Tiro Certeiro","Da Lama Ao Caos","Chico Science & Na��o Zumbi","Latin","","T"
222,1,0.99,0.99,20230830,285,"Soldado Da Paz","Ac�stico MTV [Live]","Cidade Negra","Reggae","","T"
222,1,0.99,0.99,20230830,294,"Pensamento","Ac�stico MTV [Live]","Cidade Negra","Reggae","","T"
222,1,0.99,0.99,20230830,303,"Falar A Verdade","Cidade Negra - Hits","Cidade Negra","Reggae","","T"
222,1,0.99,0.99,20230830,312,"Eu Tamb�m Quero Beijar","Cidade Negra - Hits","Cidade Negra","Reggae","","T"
222,1,0.99,0.99,20230830,321,"Felicidade Urgente","Na Pista","Cl�udio Zoli","Latin","","T"
222,1,0.99,0.99,20230830,330,"Levada do Amor (Ailoviu)","Ax� Bahia 2001","Various Artists","Pop","","T"
222,1,0.99,0.99,20230830,339,"Communication Breakdown","BBC Sessions [Disc 1] [Live]","Led Zeppelin","Rock","","T"
222,1,0.99,0.99,20230830,348,"I Can't Quit You Baby(2)","BBC Sessions [Disc 1] [Live]","Led Zeppelin","Rock","","T"
222,1,0.99,0.99,20230830,357,"Advance Romance","Bongo Fury","Frank Zappa & Captain Beefheart","Rock","","T"
222,1,0.99,0.99,20230830,366,"Camisa Verde 2001","Carnaval 2001","Various Artists","Soundtrack","","T"
222,1,0.99,0.99,20230830,375,"Mas Que Nada","Chill: Brazil (Disc 1)","Marcos Valle","Latin","","T"
222,1,0.99,0.99,20230830,384,"Mist�rio da Ra�a","Chill: Brazil (Disc 1)","Marcos Valle","Latin","","T"
222,1,0.99,0.99,20230830,393,"Tarde Em Itapo�","Chill: Brazil (Disc 2)","Ant�nio Carlos Jobim","Latin","","T"
222,1,0.99,0.99,20230830,402,"Um Jantar Pra Dois","Chill: Brazil (Disc 2)","Ant�nio Carlos Jobim","Latin","","T"
223,1,0.99,0.99,20230907,416,"Whiskey In The Jar","Garage Inc. (Disc 1)","Metallica","Metal","","T"
224,1,0.99,0.99,20230920,417,"Tuesday's Gone","Garage Inc. (Disc 1)","Metallica","Metal","","T"
224,1,0.99,0.99,20230920,418,"The More I See","Garage Inc. (Disc 1)","Metallica","Metal","","T"
225,1,0.99,0.99,20230920,420,"Under Pressure","Greatest Hits II","Queen","Rock","","T"
225,1,0.99,0.99,20230920,422,"I Want It All","Greatest Hits II","Queen","Rock","","T"
226,1,0.99,0.99,20230921,424,"Innuendo","Greatest Hits II","Queen","Rock","","T"
226,1,0.99,0.99,20230921,426,"Breakthru","Greatest Hits II","Queen","Rock","","T"
226,1,0.99,0.99,20230921,428,"Headlong","Greatest Hits II","Queen","Rock","","T"
226,1,0.99,0.99,20230921,430,"I'm Going Slightly Mad","Greatest Hits II","Queen","Rock","","T"
227,1,0.99,0.99,20230922,434,"The Show Must Go On","Greatest Hits II","Queen","Rock","","T"
227,1,0.99,0.99,20230922,438,"Hard Luck Woman","Greatest Kiss","Kiss","Rock","","T"
227,1,0.99,0.99,20230922,442,"Goin' Blind","Greatest Kiss","Kiss","Rock","","T"
227,1,0.99,0.99,20230922,446,"I Was Made For Loving You","Greatest Kiss","Kiss","Rock","","T"
227,1,0.99,0.99,20230922,450,"Beth","Greatest Kiss","Kiss","Rock","","T"
227,1,0.99,0.99,20230922,454,"Plaster Caster","Greatest Kiss","Kiss","Rock","","T"
228,1,0.99,0.99,20230925,460,"Playtime","Heart of the Night","Spyro Gyra","Jazz","","T"
228,1,0.99,0.99,20230925,466,"J Squared","Heart of the Night","Spyro Gyra","Jazz","","T"
228,1,0.99,0.99,20230925,472,"Basket Case","International Superhits","Green Day","Alternative & Punk","","T"
228,1,0.99,0.99,20230925,478,"Jaded","International Superhits","Green Day","Alternative & Punk","","T"
228,1,0.99,0.99,20230925,484,"Nice Guys Finish Last","International Superhits","Green Day","Alternative & Punk","","T"
228,1,0.99,0.99,20230925,490,"River Song","Into The Light","David Coverdale","Rock","","T"
228,1,0.99,0.99,20230925,496,"Living On Love","Into The Light","David Coverdale","Rock","","T"
228,1,0.99,0.99,20230925,502,"N�o D� Mais Pra Segurar (Explode Cora��o)","Meus Momentos","Gonzaguinha","Latin","","T"
228,1,0.99,0.99,20230925,508,"Eu Apenas Queria Que Vo�� Soubesse","Meus Momentos","Gonzaguinha","Latin","","T"
229,1,0.99,0.99,20230930,517,"Um Indio","Minha Historia","Chico Buarque","Latin","","T"
229,1,0.99,0.99,20230930,526,"Fora Da Ordem","Minha Historia","Chico Buarque","Latin","","T"
229,1,0.99,0.99,20230930,535,"Ch�o De Estrelas","Minha Hist�ria","Os Mutantes","Alternative & Punk","","T"
229,1,0.99,0.99,20230930,544,"Stormbringer","MK III The Final Concerts [Disc 1]","Deep Purple","Rock","","T"
229,1,0.99,0.99,20230930,553,"Houses Of The Holy","Physical Graffiti [Disc 1]","Led Zeppelin","Rock","","T"
229,1,0.99,0.99,20230930,562,"Mangueira","Sambas De Enredo 2001","Various Artists","Latin","","T"
229,1,0.99,0.99,20230930,571,"Love Of My Life","Supernatural","Santana","Rock","","T"
229,1,0.99,0.99,20230930,580,"El Farol","Supernatural","Santana","Rock","","T"
229,1,0.99,0.99,20230930,589,"Um Love","The Best of Ed Motta","Ed Motta","Latin","","T"
229,1,0.99,0.99,20230930,598,"Jeru","The Essential Miles Davis [Disc 1]","Miles Davis","Jazz","","T"
229,1,0.99,0.99,20230930,607,"So What","The Essential Miles Davis [Disc 1]","Miles Davis","Jazz","","T"
229,1,0.99,0.99,20230930,616,"Black Satin","The Essential Miles Davis [Disc 2]","Miles Davis","Jazz","","T"
229,1,0.99,0.99,20230930,625,"Blue Rythm Fantasy","Up An' Atom","Gene Krupa","Jazz","","T"
229,1,0.99,0.99,20230930,634,"Bop Boogie","Up An' Atom","Gene Krupa","Jazz","","T"
230,1,0.99,0.99,20231008,648,"Onde Anda Voc�","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
231,1,0.99,0.99,20231021,649,"Samba Da Volta","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
231,1,0.99,0.99,20231021,650,"Canto De Ossanha","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
232,1,0.99,0.99,20231021,652,"Formosa","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
232,1,0.99,0.99,20231021,654,"Minha Namorada","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
233,1,0.99,0.99,20231022,656,"Berimbau","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
233,1,0.99,0.99,20231022,658,"Pot-Pourri N.� 2","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
233,1,0.99,0.99,20231022,660,"Carta Ao Tom 74","Vin�cius De Moraes - Sem Limite","Toquinho & Vin�cius","Bossa Nova","","T"
233,1,0.99,0.99,20231022,662,"Pela Luz dos Olhos Teus (Mi�cha e Tom Jobim)","Vozes do MPB","Various Artists","Latin","","T"
234,1,0.99,0.99,20231023,666,"Cora��o do Agreste (Faf� de Bel�m)","Vozes do MPB","Various Artists","Latin","","T"
234,1,0.99,0.99,20231023,670,"Romaria (Renato Teixeira)","Vozes do MPB","Various Artists","Latin","","T"
234,1,0.99,0.99,20231023,674,"Preciso Apender a Viver S� (Maysa)","Vozes do MPB","Various Artists","Latin","","T"
234,1,0.99,0.99,20231023,678,"Bad Moon Rising","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
234,1,0.99,0.99,20231023,682,"Down On The Corner","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
234,1,0.99,0.99,20231023,686,"Up Around The Bend","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
235,1,0.99,0.99,20231026,692,"Hey Tonight","Chronicle Vol. 1","Creedence Clearwater Revival","Rock","","T"
235,1,0.99,0.99,20231026,698,"Good Golly Miss Molly","Chronicle Vol. 2","Creedence Clearwater Revival","Rock","","T"
235,1,0.99,0.99,20231026,704,"Don't Look Now","Chronicle Vol. 2","Creedence Clearwater Revival","Rock","","T"
235,1,0.99,0.99,20231026,710,"It's Just A Thought","Chronicle Vol. 2","Creedence Clearwater Revival","Rock","","T"
235,1,0.99,0.99,20231026,716,"Brasil","C�ssia Eller - Cole��o Sem Limite [Disc 2]","C�ssia Eller","Latin","","T"
235,1,0.99,0.99,20231026,722,"Meu Mundo Fica Completo (Com Voc�)","C�ssia Eller - Cole��o Sem Limite [Disc 2]","C�ssia Eller","Latin","","T"
235,1,0.99,0.99,20231026,728,"Woman Of The World (Ao Vivo)","C�ssia Eller - Cole��o Sem Limite [Disc 2]","C�ssia Eller","Latin","","T"
235,1,0.99,0.99,20231026,734,"Todo Amor Que Houver Nesta Vida","C�ssia Eller - Sem Limite [Disc 1]","C�ssia Eller","Latin","","T"
235,1,0.99,0.99,20231026,740,"Socorro","C�ssia Eller - Sem Limite [Disc 1]","C�ssia Eller","Latin","","T"
236,1,0.99,0.99,20231031,749,"I Need Love","Come Taste The Band","Deep Purple","Rock","","T"
236,1,0.99,0.99,20231031,758,"Into The Fire","Deep Purple In Rock","Deep Purple","Rock","","T"
236,1,0.99,0.99,20231031,767,"No One Came","Fireball","Deep Purple","Rock","","T"
236,1,0.99,0.99,20231031,776,"Hush","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple","Rock","","T"
236,1,0.99,0.99,20231031,785,"Space Truckin'","Machine Head","Deep Purple","Rock","","T"
236,1,0.99,0.99,20231031,794,"A Touch Away","Purpendicular","Deep Purple","Rock","","T"
236,1,0.99,0.99,20231031,803,"Love Conquers All","Slaves And Masters","Deep Purple","Rock","","T"
236,1,0.99,0.99,20231031,812,"You Can't Do it Right (With the One You Love)","Stormbringer","Deep Purple","Rock","","T"
236,1,0.99,0.99,20231031,821,"Ramshackle Man","The Battle Rages On","Deep Purple","Rock","","T"
236,1,0.99,0.99,20231031,830,"Two Steps Behind [Acoustic Version]","Vault: Def Leppard's Greatest Hits","Def Leppard","Rock","","T"
236,1,0.99,0.99,20231031,839,"Rock Of Ages","Vault: Def Leppard's Greatest Hits","Def Leppard","Rock","","T"
236,1,0.99,0.99,20231031,848,"Outbreak","Outbreak","Dennis Chambers","Jazz","","T"
236,1,0.99,0.99,20231031,857,"�libi","Djavan Ao Vivo - Vol. 02","Djavan","Latin","","T"
236,1,0.99,0.99,20231031,866,"Oceano","Djavan Ao Vivo - Vol. 1","Djavan","Latin","","T"
237,1,0.99,0.99,20231108,880,"Dois Pra L� Dois Pra C�","Elis Regina-Minha Hist�ria","Elis Regina","Latin","","T"
238,1,0.99,0.99,20231121,881,"Casa no Campo","Elis Regina-Minha Hist�ria","Elis Regina","Latin","","T"
238,1,0.99,0.99,20231121,882,"Romaria","Elis Regina-Minha Hist�ria","Elis Regina","Latin","","T"
239,1,0.99,0.99,20231121,884,"Me Deixas Louca","Elis Regina-Minha Hist�ria","Elis Regina","Latin","","T"
239,1,0.99,0.99,20231121,886,"Saudosa Maloca","Elis Regina-Minha Hist�ria","Elis Regina","Latin","","T"
240,1,0.99,0.99,20231122,888,"Madalena","Elis Regina-Minha Hist�ria","Elis Regina","Latin","","T"
240,1,0.99,0.99,20231122,890,"Aprendendo A Jogar","Elis Regina-Minha Hist�ria","Elis Regina","Latin","","T"
240,1,0.99,0.99,20231122,892,"Badge","The Cream Of Clapton","Eric Clapton","Blues","","T"
240,1,0.99,0.99,20231122,894,"Sunshine Of Your Love","The Cream Of Clapton","Eric Clapton","Blues","","T"
241,1,0.99,0.99,20231123,898,"Bell Bottom Blues","The Cream Of Clapton","Eric Clapton","Blues","","T"
241,1,0.99,0.99,20231123,902,"Swing Low Sweet Chariot","The Cream Of Clapton","Eric Clapton","Blues","","T"
241,1,0.99,0.99,20231123,906,"Let It Grow","The Cream Of Clapton","Eric Clapton","Blues","","T"
241,1,0.99,0.99,20231123,910,"Before You Accuse Me","Unplugged","Eric Clapton","Blues","","T"
241,1,0.99,0.99,20231123,914,"Nobody Knows You When You're Down & Out","Unplugged","Eric Clapton","Blues","","T"
241,1,0.99,0.99,20231123,918,"Alberta","Unplugged","Eric Clapton","Blues","","T"
242,1,0.99,0.99,20231126,924,"Stripsearch","Album Of The Year","Faith No More","Alternative & Punk","","T"
242,1,0.99,0.99,20231126,930,"She Loves Me Not","Album Of The Year","Faith No More","Alternative & Punk","","T"
242,1,0.99,0.99,20231126,936,"Caffeine","Angel Dust","Faith No More","Alternative & Punk","","T"
242,1,0.99,0.99,20231126,942,"Kindergarten","Angel Dust","Faith No More","Alternative & Punk","","T"
